@relation training_data

@attribute text string
@attribute emotion {positive,neutral,negative}

@data
' She never once had a caller that she didn\'t make laugh- at least once during their call ',positive
' That old quote comes back to me- the origin has slipped my mind, but "we are the movers and the shakers and the dreamers of dreams. ',neutral
' The corporate world at least ',neutral
' but I ve not talked to the most important person in my life- in over a week ',neutral
' and it\'s killing me ',negative
' i\'m starting to fray at the ends- the next step is to break- somethings gotta give and i\'m pulling with all my might to keep everything together ',negative
' I don\'t know what to do ',neutral
' i\'m tired of broken promises- and empty dreams ',negative
' The thread to this relationship is wearing thin- it\'s on it\'s last strand- and though he may think it\'s cool to not do what he says hes going to- it\'s not cool to me ',negative
' The worst part is- I love him ',negative
' I love him with every ounce of everything that I am- but try as I might- we just cant  get it together ',negative
' It\'s not over ',neutral
' We re still together- and we still have the opportunity to make things right - - - but i\'m a very patient person- and it\'s been close to 5 years now- and my patience is wearing thin ',negative
' I would like to be married before i\'m 23 ',neutral
' Yes, we are having a small celebration today ',positive
' I am always so happy after talking to him ',positive
' Anyway, he said that since he (and all of the troop) are having to stay 16 months, they are getting to come home for 5 whole days for leave after they are done with their training (and before they go to thier permanent post) ',neutral
' The rest of the troop that he was sent with thought they were only going for 12 months ',neutral
' So they thought they were going for 12 and Wayne thought he was going for 10 and then one day BOOM they are staying for 16 'positive
' And every sigle one of them are furious ',negative
' Wayne says that the tension is unreal ',negative
' Now, they don\'t know yet when that will be, but I don\'t care ',neutral
' That was the first thing that I thought "will that cut down yalls RnR?" and he said no ',neutral
' Alley still hasn\'t had those pups ',neutral
' I told her that she better get on the ball and she looked at me and yawned so maybe that was a yes, lol ',positive
' If not I may have to get her a shot to induce labor ',neutral
' we\'ll see ',neutral
' That was one of the first things that Wayne wanted to know "hows alley, has she had the pups" I think he loves those dogs as much as me! i\'ll never forget the first tail that he docked by himself (it was Tuff\'s tail) ',positive
' I was so proud ',positive
' He had watched me dock two litters but still he did a great job ',positive
' Now, he wishes that he was here to help with this litter Image ',neutral
' But I am still SOOOOO excited that i\'ll get to see him for 5 days!!!!!!! ',positive
' I start my very last class Monday ',neutral
' "I love Poodie s" site is so inspiring ',positive
' I feel very uninspiring ',negative
' I am going to give it a try and I apologize if it\'s boring or ugly ',negative
' I can\'t decide if I want to pay the fee to make it a fancy blog ',neutral
' Argh ',negative
' I am currently angry because I want Jarred to take me for DQ Blizzard ',negative
' He is laying like a bum on the couch watching CSI:NY ',neutral
' It\'s usually Star Trek or Brady Bunch ',neutral
' He the Brady Bunch ',neutral
' If I went and got in the car right now ',neutral
' OH OH OH  he is yelling at me, "Are you ready to go, already! ',negative
' Like it\'s me holding up the show ',neutral
' Three people have been laid off at the office in the past hour ',negative
' When I come back from my Survival course and return to work, I won\'t have a staff anymore ',neutral
' Now the agency is down to 3 ',neutral
' i\'ll miss them and can\'t say goodbye properly now ',negative
' I will have to plan an agency party/reunion at the end of August ',neutral
' &gt;sigh&lt ',negative
' NOW i\'m ready to get away to the rattlesnakes and scorpions ',neutral
' And barely anyone\'s online ',neutral
' WELLLL ',neutral
' i\'m excited to move in ',positive
' And i\'m basically packed becuase I never unpacked anything except clothes really ',neutral
' except I have a butt load of stuff in general ',neutral
' thats a lot ',neutral
' and a guita ',neutral
' And also because THE DARKNESS and I have formed a  band  ',neutral
' called the Silhouettes (i came up with the name ',neutral
' pretty scweet ',positive
' lol jk ',positive
' But I want to go ',neutral
' despite the terror 'negative
' And thats all, ciao for now ',neutral
' This week was mucho fun ',positive
' Haha he\'s my bestest buddy in Algebra, he had  abs of steel today , &amp; just for today ',positive
' Inside joke inside joke ',positive
' Ew, we had this really crappy sub ',negative
' for U.S. history too ! But I love that class [: Walking home is always really fun too ',positive
' well for many reason that i`d rather not name online ',neutral
' She was just a pain in the ASS &amp; yeeah, sucks to be her ',negative
' Mmk on to the next subject, Thursday &amp; Friday ',neutral
' Thursday was like, really fun ',positive
' I was really tired since it was like ',neutral
' I never really noticed it but Natalie, Ryan, Christan &amp; Leslie are fun to be around with ',positive
' Hahah ',positive
' Friday was even more fun [: I ended my day in the ASB &amp; yeah ',positive
' I know im talking about the ASB alot but that`s pretty much whats been happening ',neutral
' Ew ',negative
' Hahah ',positive
' Janel, Madilyn, Desiree(sp) &amp; Jasmine [note:they re all seventh graders] first at Janel\'s house ',neutral
' I LOVE HER HOUSE ',positive
' She had all these cool stuff I wanna take, hahah ',positive
' After that, we saw Jason, Victor &amp; Josh &amp; I guess they came with us to Veterans &amp; all those places ',neutral
' We pretty much waisted are money buying 2 Sparkled Water that we though were naasty ',negative
